UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
8797,L04472,L,300.0,309.1,1388,44.6,102,0,0,0,0,0,0
8798,M02591,M,300.0,311.7,1448,46.9,105,0,0,0,0,0,0
8799,L04473,L,302.1,312.7,1448,48.7,107,0,0,0,0,0,0
8800,L04474,L,301.9,312.7,1371,40.9,109,0,0,0,0,0,0
8801,M02592,M,303.2,314.2,1624,39.6,112,0,0,0,0,0,0
8802,L04475,L,296.5,306.6,1566,48.9,114,0,0,0,0,0,0
8803,L04476,L,301.8,311.9,1719,35.8,116,0,0,0,0,0,0
8804,H01736,H,301.2,312.5,1438,32.9,121,0,0,0,0,0,0
8805,M02593,M,298.2,308.3,1361,38.0,124,0,0,0,0,0,0
8806,H01737,H,300.5,309.8,1632,37.3,129,0,0,0,0,0,0
8807,L04477,L,302.1,312.7,1502,40.3,131,0,0,0,0,0,0
8808,M02594,M,298.3,306.2,1491,34.9,134,0,0,0,0,0,0
8809,L04478,L,300.9,312.2,1686,42.2,136,0,0,0,0,0,0
8810,L04479,L,301.7,313.1,1555,36.6,138,0,0,0,0,0,0
8811,L04480,L,297.9,309.1,1628,47.4,140,0,0,0,0,0,0
8812,L04481,L,299.7,310.9,1476,32.8,142,0,0,0,0,0,0
8813,H01738,H,300.6,310.5,1465,39.2,147,0,0,0,0,0,0
8814,L04482,L,298.4,308.3,1501,38.0,149,0,0,0,0,0,0
8815,M02595,M,298.2,307.0,1605,41.4,152,0,0,0,0,0,0
8816,M02596,M,299.7,311.5,1543,45.6,155,0,0,0,0,0,0
8817,M02597,M,301.6,311.1,1585,41.6,158,0,0,0,0,0,0
8818,L04483,L,301.3,311.6,1278,39.2,160,0,0,0,0,0,0
8819,M02598,M,298.3,308.5,1350,44.1,163,0,0,0,0,0,0
8820,L04484,L,301.3,310.0,1323,45.1,165,0,0,0,0,0,0
8821,L04485,L,298.3,306.6,1500,41.6,167,0,0,0,0,0,0
8822,H01739,H,296.8,306.8,1398,42.3,172,0,0,0,0,0,0
8823,L04486,L,299.3,308.8,1707,43.9,174,0,0,0,0,0,0
8824,L04487,L,302.2,312.2,1536,30.1,176,0,0,0,0,0,0
8825,H01740,H,301.3,312.4,1560,37.9,181,0,0,0,0,0,0
8826,L04488,L,300.0,310.2,1429,42.3,183,0,0,0,0,0,0
8827,M02599,M,299.2,309.9,1426,38.3,186,0,0,0,0,0,0
8828,L04489,L,299.2,309.7,1693,38.3,188,0,0,0,0,0,0
8829,L04490,L,300.2,309.9,1716,42.2,190,0,0,0,0,0,0
8830,L04491,L,297.9,306.9,1580,42.4,192,0,0,0,0,0,0
8831,L04492,L,299.3,309.6,1335,42.8,194,0,0,0,0,0,0
8832,L04493,L,299.6,309.7,1495,35.2,196,0,0,0,0,0,0
8833,M02600,M,297.3,308.2,1569,31.5,199,0,0,0,0,0,0
8834,M02601,M,298.3,308.2,1515,44.8,202,0,0,0,0,0,0
8835,H01741,H,300.8,310.5,1326,35.5,207,0,0,0,0,0,0
8836,L04494,L,300.0,309.8,1723,35.1,2,0,0,0,0,0,0
8837,M02602,M,299.4,308.5,1454,34.6,5,0,0,0,0,0,0
8838,M02603,M,298.2,309.6,1404,46.9,8,0,0,0,0,0,0
8839,H01742,H,303.2,314.3,1535,41.3,13,0,0,0,0,0,0
8840,L04495,L,298.3,307.1,1656,42.1,15,0,0,0,0,0,0
8841,M02604,M,300.5,311.3,1589,44.1,18,0,0,0,0,0,0
8842,H01743,H,299.0,307.2,1406,39.7,23,0,0,0,0,0,0
8843,L04496,L,300.1,311.1,1390,46.1,25,0,0,0,0,0,0
8844,H01744,H,300.9,310.2,1319,32.8,30,0,0,0,0,0,0
8845,L04497,L,297.3,307.6,1509,33.5,32,0,0,0,0,0,0
8846,M02605,M,300.0,308.1,1491,33.2,35,0,0,0,0,0,0
8847,H01745,H,302.4,311.2,1589,42.5,40,0,0,0,0,0,0
8848,M02606,M,303.5,314.0,1469,43.0,43,0,0,0,0,0,0
8849,L04498,L,299.7,309.0,1635,37.2,45,0,0,0,0,0,0
8850,L04499,L,300.1,309.2,1603,38.6,47,0,0,0,0,0,0
8851,H01746,H,304.4,315.8,1465,47.6,52,0,0,0,0,0,0
8852,L04500,L,302.3,314.5,1577,35.8,54,0,0,0,0,0,0
8853,L04501,L,298.8,309.7,1671,41.8,56,0,0,0,0,0,0
8854,M02607,M,298.8,307.7,1442,35.9,59,0,0,0,0,0,0
8855,L04502,L,301.9,313.7,1517,46.6,61,0,0,0,0,0,0
8856,L04503,L,298.0,306.4,1515,43.8,63,0,0,0,0,0,0
8857,L04504,L,302.2,311.9,1502,31.6,65,0,0,0,0,0,0
8858,L04505,L,300.7,310.7,1618,38.4,67,0,0,0,0,0,0
8859,M02608,M,301.0,313.0,1626,27.5,70,0,0,0,0,0,0
8860,M02609,M,299.5,310.4,1579,45.4,73,0,0,0,0,0,0
8861,M02610,M,298.7,308.3,1574,52.3,76,0,0,0,0,0,0
8862,H01747,H,302.9,312.0,1482,26.9,81,0,0,0,0,0,0
8863,H01748,H,299.5,310.5,1571,31.4,86,0,0,0,0,0,0
8864,M02611,M,299.2,308.6,1409,41.0,89,0,0,0,0,0,0
8865,L04506,L,299.8,310.1,1786,39.9,91,0,0,0,0,0,0
8866,M02612,M,300.4,309.0,1673,37.5,94,0,0,0,0,0,0
8867,L04507,L,297.9,308.5,1634,29.6,96,0,0,0,0,0,0
8868,M02613,M,298.9,309.4,1579,41.9,99,0,0,0,0,0,0
8869,M02614,M,298.8,307.5,1579,45.3,102,0,0,0,0,0,0
8870,L04508,L,301.7,312.7,1369,57.1,104,0,0,0,0,0,0
8871,H01749,H,298.2,308.8,1412,47.8,109,0,0,0,0,0,0
8872,L04509,L,296.5,307.2,1425,32.2,111,0,0,0,0,0,0
8873,M02615,M,296.1,305.7,1544,39.9,114,0,0,0,0,0,0
8874,L04510,L,297.1,307.2,1510,43.6,116,0,0,0,0,0,0
8875,H01750,H,302.7,312.8,1619,35.9,121,0,0,0,0,0,0
8876,L04511,L,300.0,309.9,1441,44.7,123,0,0,0,0,0,0
8877,L04512,L,301.0,311.2,1641,44.2,125,0,0,0,0,0,0
8878,L04513,L,301.1,312.3,1456,47.4,127,0,0,0,0,0,0
8879,L04514,L,300.1,311.2,1496,44.8,129,0,0,0,0,0,0
8880,L04515,L,299.9,308.7,1628,41.7,131,0,0,0,0,0,0
8881,M02616,M,302.1,313.1,1588,36.2,134,0,0,0,0,0,0
8882,L04516,L,300.3,311.5,1413,32.2,136,0,0,0,0,0,0
8883,L04517,L,302.8,312.6,1644,41.3,138,0,0,0,0,0,0
8884,L04518,L,301.2,311.8,1547,37.6,140,0,0,0,0,0,0
8885,H01751,H,298.8,309.3,1324,38.2,145,0,0,0,0,0,0
8886,M02617,M,299.0,308.2,1454,46.7,148,0,0,0,0,0,0
8887,M02618,M,298.5,308.2,1497,48.2,151,0,0,0,0,0,0
8888,M02619,M,302.4,313.2,1421,32.6,154,0,0,0,0,0,0
8889,L04519,L,299.2,308.7,1672,38.7,156,0,0,0,0,0,0
8890,L04520,L,298.4,309.4,1501,37.4,158,0,0,0,0,0,0
8891,L04521,L,300.6,311.9,1584,41.9,160,0,0,0,0,0,0
8892,H01752,H,299.8,310.9,1559,26.4,165,0,0,0,0,0,0
8893,H01753,H,300.6,312.6,1609,31.2,170,0,0,0,0,0,0
8894,L04522,L,303.8,313.7,1705,39.3,172,0,0,0,0,0,0
8895,L04523,L,301.8,312.0,1606,44.7,174,0,0,0,0,0,0
8896,L04524,L,300.1,310.4,1712,40.5,176,0,0,0,0,0,0
8897,L04525,L,297.2,307.1,1608,44.0,178,0,0,0,0,0,0
8898,M02620,M,299.0,309.5,1551,41.2,181,0,0,0,0,0,0
8899,L04526,L,301.4,309.7,1570,47.7,183,0,0,0,0,0,0
8900,H01754,H,297.7,307.9,1275,48.9,188,0,0,0,0,0,0
8901,L04527,L,304.3,312.9,1492,35.4,190,0,0,0,0,0,0
8902,H01755,H,300.0,309.1,1524,45.3,195,0,0,0,0,0,0
8903,M02621,M,300.1,310.8,1582,43.0,198,0,0,0,0,0,0
8904,M02622,M,298.7,308.5,1535,55.0,201,0,0,0,0,0,0
8905,M02623,M,301.0,311.7,1571,35.2,204,0,0,0,0,0,0
8906,M02624,M,297.7,307.5,1406,39.3,207,0,0,0,0,0,0
8907,M02625,M,304.3,315.4,1380,33.8,210,0,0,0,0,0,0
8908,M02626,M,302.6,312.4,1420,34.2,213,0,0,0,0,0,0
8909,M02627,M,302.0,310.0,1695,42.3,216,0,0,0,0,0,0
8910,H01756,H,297.2,307.4,1411,41.2,221,0,0,0,0,0,0
8911,M02628,M,300.4,308.2,1459,43.2,224,0,0,0,0,0,0
8912,M02629,M,302.4,311.0,1549,43.1,227,0,0,0,0,0,0
8913,H01757,H,301.2,310.3,1379,38.6,232,0,0,0,0,0,0
8914,L04528,L,298.0,307.0,1451,38.5,234,0,0,0,0,0,0
8915,L04529,L,298.7,308.2,1606,34.2,2,0,0,0,0,0,0
8916,L04530,L,299.1,308.1,1494,35.8,4,0,0,0,0,0,0
8917,M02630,M,298.8,307.4,1706,39.7,7,0,0,0,0,0,0
8918,H01758,H,303.1,314.6,1368,41.2,12,0,0,0,0,0,0
8919,L04531,L,296.2,305.5,1503,44.3,14,0,0,0,0,0,0
8920,M02631,M,301.3,309.1,1494,43.7,17,0,0,0,0,0,0
8921,M02632,M,297.4,307.1,1537,49.3,20,0,0,0,0,0,0
8922,L04532,L,298.1,307.0,1415,34.2,22,0,0,0,0,0,0
8923,M02633,M,296.0,305.1,1480,38.6,25,0,0,0,0,0,0
8924,H01759,H,298.9,309.6,1617,34.7,30,0,0,0,0,0,0
8925,L04533,L,303.0,312.6,1511,47.7,32,0,0,0,0,0,0
8926,M02634,M,300.5,309.4,1431,37.0,35,0,0,0,0,0,0
8927,M02635,M,297.6,308.0,1746,46.9,38,0,0,0,0,0,0
8928,L04534,L,302.0,313.2,1543,48.7,40,0,0,0,0,0,0
8929,L04535,L,302.5,313.0,1599,42.5,42,0,0,0,0,0,0
8930,H01760,H,300.2,307.8,1614,41.8,47,0,0,0,0,0,0
8931,L04536,L,304.1,313.0,1531,40.2,49,0,0,0,0,0,0
8932,L04537,L,301.6,311.7,1459,38.1,51,0,0,0,0,0,0
8933,L04538,L,301.4,311.1,1558,37.4,53,0,0,0,0,0,0
8934,M02636,M,298.4,308.1,1468,39.1,56,0,0,0,0,0,0
8935,M02637,M,301.3,310.3,1575,50.9,59,0,0,0,0,0,0
8936,M02638,M,300.4,309.0,1522,33.7,62,0,0,0,0,0,0
8937,L04539,L,301.0,313.0,1641,41.2,64,0,0,0,0,0,0
8938,H01761,H,298.6,308.7,1424,44.3,69,0,0,0,0,0,0
8939,L04540,L,300.3,310.9,1610,38.3,71,0,0,0,0,0,0
8940,L04541,L,298.4,308.4,1599,42.5,73,0,0,0,0,0,0
8941,L04542,L,295.7,305.8,1514,31.0,75,0,0,0,0,0,0
8942,L04543,L,302.0,311.9,1611,48.0,77,0,0,0,0,0,0
8943,H01762,H,297.0,305.9,1580,46.8,82,0,0,0,0,0,0
8944,H01763,H,300.2,308.7,1605,39.4,87,0,0,0,0,0,0
8945,L04544,L,300.7,311.1,1598,34.7,89,0,0,0,0,0,0
8946,H01764,H,300.7,310.8,1543,44.8,94,0,0,0,0,0,0
8947,M02639,M,299.4,310.4,1478,33.1,97,0,0,0,0,0,0
8948,H01765,H,300.5,311.3,1477,34.0,102,0,0,0,0,0,0
8949,L04545,L,300.9,310.1,1517,39.7,104,0,0,0,0,0,0
8950,M02640,M,301.5,312.6,1622,49.1,107,0,0,0,0,0,0
8951,L04546,L,303.5,314.2,1601,43.8,109,0,0,0,0,0,0
8952,H01766,H,300.5,311.2,1639,36.1,114,0,0,0,0,0,0
8953,L04547,L,300.1,312.4,1649,29.9,116,0,0,0,0,0,0
8954,M02641,M,298.2,310.2,1516,40.2,119,0,0,0,0,0,0
8955,L04548,L,300.9,311.6,1734,41.5,121,0,0,0,0,0,0
8956,L04549,L,301.3,311.9,1528,39.6,123,0,0,0,0,0,0
8957,M02642,M,299.6,310.7,1489,50.8,126,0,0,0,0,0,0
8958,H01767,H,301.1,310.5,1571,39.2,131,0,0,0,0,0,0
8959,M02643,M,299.4,308.8,1586,26.3,134,0,0,0,0,0,0
8960,H01768,H,301.3,312.0,1464,37.6,139,0,0,0,0,0,0
8961,L04550,L,301.8,311.0,1522,42.7,141,0,0,0,0,0,0
8962,M02644,M,301.8,312.4,1493,42.3,144,0,0,0,0,0,0
8963,L04551,L,300.2,310.4,1552,38.9,146,0,0,0,0,0,0
8964,L04552,L,297.9,307.1,1618,37.9,148,0,0,0,0,0,0
8965,M02645,M,298.8,308.8,1511,28.0,151,0,0,0,0,0,0
8966,M02646,M,301.2,312.5,1595,40.5,154,0,0,0,0,0,0
8967,M02647,M,304.9,315.0,1399,38.0,157,0,0,0,0,0,0
8968,M02648,M,299.3,309.4,1627,41.5,160,0,0,0,0,0,0
8969,M02649,M,300.9,311.2,1493,42.9,163,0,0,0,0,0,0
8970,L04553,L,298.9,309.3,1491,47.4,165,0,0,0,0,0,0
8971,L04554,L,298.1,307.7,1578,34.3,167,0,0,0,0,0,0
8972,M02650,M,298.6,309.0,1583,32.2,170,0,0,0,0,0,0
8973,L04555,L,295.8,304.8,1527,36.6,172,0,0,0,0,0,0
8974,L04556,L,302.7,311.9,1449,35.6,174,0,0,0,0,0,0
8975,L04557,L,295.5,304.9,1490,35.0,176,0,0,0,0,0,0
8976,M02651,M,299.5,309.9,1548,48.7,179,0,0,0,0,0,0
8977,L04558,L,297.6,307.8,1587,40.9,181,0,0,0,0,0,0
8978,M02652,M,298.2,308.1,1456,51.8,184,0,0,0,0,0,0
8979,M02653,M,302.8,313.4,1474,40.0,187,0,0,0,0,0,0
8980,L04559,L,300.4,310.8,1564,33.0,189,0,0,0,0,0,0
8981,M02654,M,298.1,307.8,1530,35.2,192,0,0,0,0,0,0
8982,M02655,M,298.8,307.8,1553,46.1,195,0,0,0,0,0,0
8983,M02656,M,298.5,307.6,1277,33.2,198,0,0,0,0,0,0
8984,M02657,M,299.9,308.4,1509,43.3,201,0,0,0,0,0,0
8985,L04560,L,300.3,310.5,1623,37.9,203,0,0,0,0,0,0
8986,M02658,M,303.8,312.9,1476,34.4,206,0,0,0,0,0,0
8987,L04561,L,296.2,305.7,1587,48.3,208,0,0,0,0,0,0
8988,H01769,H,299.9,309.8,1417,36.5,213,0,0,0,0,0,0
8989,H01770,H,299.4,310.4,1382,35.0,218,0,0,0,0,0,0
8990,M02659,M,301.9,312.8,1580,39.5,221,0,0,0,0,0,0
8991,L04562,L,300.7,310.7,1533,37.0,223,0,0,0,0,0,0
8992,L04563,L,301.2,312.4,1504,53.3,225,1,0,0,0,1,0
8993,L04564,L,300.7,308.7,1623,46.4,227,0,0,0,0,0,0
8994,L04565,L,298.1,310.0,1507,36.5,229,0,0,0,0,0,0
8995,L04566,L,302.4,313.1,1475,37.1,231,0,0,0,0,0,0
8996,M02660,M,301.6,311.7,1464,27.9,234,0,0,0,0,0,0
8997,L04567,L,301.8,310.9,1443,40.8,236,0,0,0,0,0,0
8998,H01771,H,302.5,312.1,1585,35.5,241,0,0,0,0,0,0
8999,L04568,L,300.8,311.4,1507,40.5,2,0,0,0,0,0,0
9000,H01772,H,303.0,313.6,1652,28.2,7,0,0,0,0,0,0
9001,H01773,H,300.8,311.4,1243,39.8,12,0,0,0,0,0,0
9002,M02661,M,299.6,308.8,1630,50.2,15,0,0,0,0,0,0
9003,M02662,M,300.0,309.1,1574,40.3,18,0,0,0,0,0,0
9004,L04569,L,300.0,310.1,1529,35.4,20,0,0,0,0,0,0
9005,M02663,M,299.0,309.7,1409,39.9,23,0,0,0,0,0,0
9006,L04570,L,303.3,313.3,1372,39.6,25,0,0,0,0,0,0
9007,L04571,L,300.6,312.1,1613,53.2,27,0,0,0,0,0,0
9008,M02664,M,300.2,310.2,1562,38.0,30,0,0,0,0,0,0
9009,L04572,L,300.8,310.8,1560,32.8,32,0,0,0,0,0,0
9010,M02665,M,306.0,316.6,1528,40.1,35,0,0,0,0,0,0
9011,L04573,L,297.7,309.0,1623,41.2,37,0,0,0,0,0,0
9012,L04574,L,298.3,307.0,1479,43.4,39,0,0,0,0,0,0
9013,L04575,L,297.2,306.1,1504,44.5,41,0,0,0,0,0,0
9014,L04576,L,299.5,309.2,1520,51.7,43,0,0,0,0,0,0
9015,L04577,L,300.5,313.6,1517,36.4,45,0,0,0,0,0,0
9016,L04578,L,299.1,308.8,1672,35.9,47,0,0,0,0,0,0
9017,L04579,L,298.9,308.8,1413,28.9,49,0,0,0,0,0,0
9018,H01774,H,300.3,310.9,1343,44.0,54,0,0,0,0,0,0
9019,L04580,L,299.0,310.0,1393,34.7,56,0,0,0,0,0,0
9020,M02666,M,300.6,310.8,1606,45.4,59,0,0,0,0,0,0
9021,L04581,L,302.2,313.4,1528,37.1,61,0,0,0,0,0,0
9022,H01775,H,301.4,310.2,1378,50.4,66,0,0,0,0,0,0
9023,L04582,L,301.8,311.0,1548,31.4,68,0,0,0,0,0,0
9024,L04583,L,302.2,313.3,1506,46.1,70,0,0,0,0,0,0
9025,M02667,M,300.6,310.6,1594,45.4,73,0,0,0,0,0,0
9026,L04584,L,299.7,308.4,1617,43.2,75,0,0,0,0,0,0
9027,M02668,M,298.5,307.1,1790,33.3,78,0,0,0,0,0,0
9028,L04585,L,299.2,308.4,1420,43.2,80,0,0,0,0,0,0
9029,H01776,H,299.0,309.0,1352,40.8,85,0,0,0,0,0,0
9030,L04586,L,301.5,311.9,1597,29.0,87,0,0,0,0,0,0
9031,L04587,L,300.7,310.4,1637,49.3,89,0,0,0,0,0,0
9032,M02669,M,301.4,311.8,1410,37.9,92,0,0,0,0,0,0
9033,L04588,L,297.7,307.2,1411,48.9,94,0,0,0,0,0,0
9034,H01777,H,302.9,314.1,1572,39.6,99,0,0,0,0,0,0
9035,L04589,L,299.1,311.7,1709,45.9,101,0,0,0,0,0,0
9036,M02670,M,297.8,307.4,1450,34.8,104,0,0,0,0,0,0
9037,L04590,L,299.1,309.6,1547,41.3,106,0,0,0,0,0,0
9038,H01778,H,305.0,315.4,1348,40.9,111,0,0,0,0,0,0
9039,M02671,M,299.2,309.4,1518,38.1,114,0,0,0,0,0,0
9040,L04591,L,299.3,310.0,1527,34.8,116,0,0,0,0,0,0
9041,L04592,L,299.6,310.1,1685,21.6,118,0,0,0,0,0,0
9042,L04593,L,299.7,309.2,1467,34.9,120,0,0,0,0,0,0
9043,H01779,H,298.4,309.8,1607,44.2,125,0,0,0,0,0,0
9044,L04594,L,300.3,310.5,1461,31.6,127,0,0,0,0,0,0
9045,L04595,L,302.2,311.8,1547,32.9,129,0,0,0,0,0,0
9046,L04596,L,300.6,313.1,1746,31.4,131,0,0,0,0,0,0
9047,L04597,L,297.8,307.7,1717,41.3,133,0,0,0,0,0,0
9048,M02672,M,299.3,309.6,1734,34.6,136,0,0,0,0,0,0
9049,H01780,H,298.9,309.1,1578,47.3,141,0,0,0,0,0,0
9050,M02673,M,300.1,310.0,1517,44.4,144,0,0,0,0,0,0
9051,H01781,H,302.7,313.1,1566,41.2,149,0,0,0,0,0,0
9052,M02674,M,299.7,308.9,1585,41.8,152,0,0,0,0,0,0
9053,L04598,L,299.8,310.4,1577,35.4,154,0,0,0,0,0,0
9054,L04599,L,303.6,311.8,1467,35.4,156,0,0,0,0,0,0
9055,M02675,M,301.8,310.5,1463,44.3,159,0,0,0,0,0,0
9056,H01782,H,301.1,313.0,1478,45.5,164,0,0,0,0,0,0
9057,H01783,H,303.9,312.7,1645,44.2,169,0,0,0,0,0,0
9058,L04600,L,301.0,309.0,1656,37.2,171,0,0,0,0,0,0
9059,L04601,L,296.0,304.8,1856,37.7,173,0,0,0,0,0,0
9060,L04602,L,301.7,313.4,1581,34.4,175,0,0,0,0,0,0
9061,H01784,H,296.8,305.0,1459,44.6,180,0,0,0,0,0,0
9062,H01785,H,300.9,309.9,1490,28.2,185,0,0,0,0,0,0
9063,M02676,M,296.6,305.1,1522,26.8,188,0,0,0,0,0,0
9064,L04603,L,299.1,308.8,1689,28.0,190,0,0,0,0,0,0
9065,M02677,M,299.3,308.8,1611,27.1,193,0,0,0,0,0,0
9066,L04604,L,298.5,308.0,1403,48.1,195,0,0,0,0,0,0
9067,L04605,L,299.3,311.2,1532,44.7,197,0,0,0,0,0,0
9068,M02678,M,302.1,310.9,1391,32.8,200,0,0,0,0,0,0
9069,L04606,L,298.6,308.5,1597,39.4,202,0,0,0,0,0,0
9070,L04607,L,301.1,311.4,1467,48.8,204,0,0,0,0,0,0
9071,H01786,H,298.1,307.1,1477,43.0,5,0,0,0,0,0,0
9072,M02679,M,299.6,310.1,1350,52.7,8,0,0,0,0,0,0
9073,L04608,L,300.6,310.2,1614,39.3,10,0,0,0,0,0,0
9074,M02680,M,298.0,308.4,1659,36.1,13,0,0,0,0,0,0
9075,L04609,L,297.4,307.3,1469,33.5,15,0,0,0,0,0,0
9076,M02681,M,301.0,308.9,1522,40.1,18,0,0,0,0,0,0
9077,M02682,M,302.2,313.6,1490,45.6,21,0,0,0,0,0,0
9078,M02683,M,299.8,311.9,1516,40.6,24,0,0,0,0,0,0
9079,M02684,M,299.1,308.9,1456,37.9,27,0,0,0,0,0,0
9080,L04610,L,300.3,309.4,1428,47.5,29,0,0,0,0,0,0
9081,L04611,L,300.1,311.6,1675,43.2,31,0,0,0,0,0,0
9082,L04612,L,300.5,312.4,1274,39.3,33,0,0,0,0,0,0
9083,L04613,L,294.9,304.8,1588,35.4,35,0,0,0,0,0,0
9084,M02685,M,297.9,307.6,1566,38.5,38,0,0,0,0,0,0
9085,L04614,L,298.3,308.2,1703,42.8,40,0,0,0,0,0,0
9086,L04615,L,300.3,308.6,1514,35.3,42,0,0,0,0,0,0
9087,L04616,L,300.4,310.1,1501,32.6,44,0,0,0,0,0,0
9088,H01787,H,301.3,313.0,1457,37.1,49,0,0,0,0,0,0
9089,L04617,L,300.5,310.3,1574,39.7,51,0,0,0,0,0,0
9090,M02686,M,297.4,306.4,1467,48.2,54,0,0,0,0,0,0
9091,L04618,L,302.9,313.4,1425,33.0,56,0,0,0,0,0,0
9092,L04619,L,302.5,311.9,1464,41.4,58,0,0,0,0,0,0
9093,L04620,L,297.5,307.4,1443,38.3,60,0,0,0,0,0,0
9094,M02687,M,300.7,309.4,1437,38.6,63,0,0,0,0,0,0
9095,M02688,M,298.8,307.8,1547,49.2,66,0,0,0,0,0,0
9096,H01788,H,300.3,311.0,1519,40.5,71,0,0,0,0,0,0
9097,L04621,L,302.1,312.2,1593,34.5,73,0,0,0,0,0,0
9098,L04622,L,304.3,313.5,1553,45.3,75,0,0,0,0,0,0
9099,H01789,H,301.5,311.6,1418,44.9,80,0,0,0,0,0,0
9100,L04623,L,300.6,310.0,1326,34.0,82,0,0,0,0,0,0
9101,M02689,M,299.3,308.5,1432,32.8,85,0,0,0,0,0,0
9102,M02690,M,300.4,311.5,1614,42.5,88,0,0,0,0,0,0
9103,L04624,L,302.7,313.5,1612,39.8,90,0,0,0,0,0,0
9104,M02691,M,299.9,309.9,1636,37.2,93,0,0,0,0,0,0
9105,L04625,L,298.2,308.4,1622,46.3,95,0,0,0,0,0,0
9106,L04626,L,296.8,306.8,1647,36.4,97,0,0,0,0,0,0
9107,L04627,L,301.0,311.5,1579,42.5,99,0,0,0,0,0,0
9108,H01790,H,300.5,309.7,1718,47.0,104,0,0,0,0,0,0
9109,L04628,L,298.7,309.6,1567,38.0,106,0,0,0,0,0,0
9110,M02692,M,302.1,312.4,1738,29.0,109,0,0,0,0,0,0
9111,H01791,H,299.2,308.9,1475,37.6,114,0,0,0,0,0,0
9112,M02693,M,299.7,309.2,1473,41.1,117,0,0,0,0,0,0
9113,M02694,M,300.0,310.8,1519,46.0,120,0,0,0,0,0,0
9114,L04629,L,299.3,309.1,1534,36.9,122,0,0,0,0,0,0
9115,L04630,L,300.5,309.8,1506,50.3,124,0,0,0,0,0,0
9116,L04631,L,302.3,311.9,1592,32.2,126,0,0,0,0,0,0
9117,M02695,M,297.7,308.5,1528,41.0,129,0,0,0,0,0,0
9118,H01792,H,301.0,309.4,1477,38.6,134,0,0,0,0,0,0
9119,H01793,H,300.3,310.0,1498,48.1,139,0,0,0,0,0,0
9120,H01794,H,300.3,311.4,1660,31.2,144,0,0,0,0,0,0
9121,H01795,H,301.7,311.6,1570,42.6,149,0,0,0,0,0,0
9122,L04632,L,300.1,310.4,1370,38.5,151,0,0,0,0,0,0
9123,M02696,M,301.0,312.0,1689,49.2,154,0,0,0,0,0,0
9124,H01796,H,301.4,312.3,1581,35.0,159,0,0,0,0,0,0
9125,L04633,L,299.0,308.6,1602,42.5,161,0,0,0,0,0,0
9126,H01797,H,300.6,310.5,1631,35.0,166,0,0,0,0,0,0
9127,L04634,L,299.5,310.4,1636,41.1,168,0,0,0,0,0,0
9128,M02697,M,299.7,310.7,1446,37.8,171,0,0,0,0,0,0
9129,M02698,M,299.4,309.3,1431,37.7,174,0,0,0,0,0,0
9130,H01798,H,300.9,310.9,1778,28.1,179,0,0,0,0,0,0
9131,L04635,L,300.2,310.4,1468,42.5,181,0,0,0,0,0,0
9132,M02699,M,300.8,312.2,1576,33.5,184,0,0,0,0,0,0
9133,M02700,M,300.0,311.0,1701,33.3,187,0,0,0,0,0,0
9134,L04636,L,296.8,307.5,1494,30.7,189,0,0,0,0,0,0
9135,M02701,M,300.1,309.0,1502,33.7,192,0,0,0,0,0,0
9136,M02702,M,300.1,309.9,1631,43.0,195,0,0,0,0,0,0
9137,M02703,M,300.5,310.3,1559,42.7,198,0,0,0,0,0,0
9138,L04637,L,298.8,310.2,1588,44.0,200,0,0,0,0,0,0
9139,L04638,L,297.6,307.4,1530,33.8,202,0,0,0,0,0,0
9140,M02704,M,301.2,312.5,1485,41.3,205,0,0,0,0,0,0
9141,L04639,L,299.5,308.9,1505,36.3,207,0,0,0,0,0,0
9142,L04640,L,300.3,309.9,1657,45.7,209,0,0,0,0,0,0
9143,H01799,H,299.4,309.9,1508,42.6,214,0,0,0,0,0,0
9144,M02705,M,300.0,311.6,1581,36.1,217,0,0,0,0,0,0
9145,M02706,M,299.1,308.9,1441,46.2,220,0,0,0,0,0,0
9146,L04641,L,298.1,305.5,1742,43.0,222,0,0,0,0,0,0
9147,L04642,L,300.9,309.4,1570,31.7,224,0,0,0,0,0,0
9148,L04643,L,298.8,309.1,1572,30.0,226,0,0,0,0,0,0
9149,L04644,L,300.3,308.9,1631,31.9,228,0,0,0,0,0,0
9150,M02707,M,300.8,310.0,1490,49.9,231,0,0,0,0,0,0
9151,M02708,M,298.8,308.8,1657,33.9,234,0,0,0,0,0,0
9152,L04645,L,297.6,305.1,1386,51.3,236,1,0,0,0,1,0
9153,L04646,L,304.9,314.5,1477,33.6,238,0,0,0,0,0,0
9154,L04647,L,298.9,307.8,1458,33.0,240,0,0,0,0,0,0
9155,L04648,L,301.2,309.7,1350,45.3,2,1,0,1,0,0,0
9156,L04649,L,303.9,313.1,1485,45.6,4,0,0,0,0,0,0
9157,H01800,H,301.6,310.5,1533,43.3,9,0,0,0,0,0,0
9158,M02709,M,299.4,309.9,1429,44.1,12,0,0,0,0,0,0
9159,M02710,M,299.9,311.1,1415,35.2,15,0,0,0,0,0,0
9160,L04650,L,298.3,308.0,1542,45.0,17,0,0,0,0,0,0
9161,H01801,H,301.8,311.2,1530,41.4,22,0,0,0,0,0,0
9162,M02711,M,301.1,310.7,1511,37.8,25,0,0,0,0,0,0
